created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Tue Jan 09 23:58:05 +0000 2024,1744871192249688151,"@Hasbil_Lbs @aniesbaswedan Pak Anies tdk  update data,kalau HGU nya sudah diserahkan..@prabowo .dan saya lbh meyakini klau org2 hebat seperti AHY akan lbh diberi peran untuk kemajuan bangsa",0,0,0,0,in,1677545448,1744663337483620512,Karebet_30345,https://twitter.com/Karebet_30345/status/1744871192249688151
Tue Jan 09 23:58:03 +0000 2024,1744871185698140631,"@aniesbaswedan Teruslah berjuang Pak anies, kami mendukung mu. Rakyat sdh tertindas",0,0,0,1,in,1714031343389245440,1744724952379801813,irwan73505,https://twitter.com/irwan73505/status/1744871185698140631
Tue Jan 09 23:58:02 +0000 2024,1744871183273914420,"@tvOneNews Bener2 team nya ga siap berarti pas jelang debat capres kemaren, kenapa baru riweuh nya skrg, kan jagoannya jadi ga bisa jawab kemaren, Pak Mahfud MD aja paham apalagi Pak Anies yg nanya, pasti udah cari fakta &amp  data pendukung biar ga blunder, besok2 siapin lagi materinya yaaa",0,0,0,0,in,1671843731467808768,1744480142796390756,deenarnew,https://twitter.com/deenarnew/status/1744871183273914420
Tue Jan 09 23:57:58 +0000 2024,1744871165817131355,"@feyraiii92196 @PalsuPujangga @UyokBack Lagian anies mah udah 4x diperlakukn buruk n dihina sama prabowo, 2x di nyinyirin dan kasih ekspresi meledek, 2x menghinakan anies dikandangnya dia, kalo anies mau ya bisa aja dilaporin itu bukti udah ada. Tp anies ga mau karena menjunjung tinggi kebebasan berpendapat. Plis waras",0,1,0,2,in,1744136751919296512,1744613084080271479,susirianaaaa,https://twitter.com/susirianaaaa/status/1744871165817131355
Tue Jan 09 23:57:50 +0000 2024,1744871129435783603,@ejaferdiansyah @Chavesz08 @ArmaZulfikar @aniesbaswedan Perjanjiannya: Kalo anies jd gub dinggap lunas. Kalo anies gak jd gub ttp dianggap utang dan harus dibayar.  Sdh faham blm?,0,0,0,1,in,1060023501757669377,1744663225000677466,Zafa_Rani_Zafa,https://twitter.com/Zafa_Rani_Zafa/status/1744871129435783603
Tue Jan 09 23:57:49 +0000 2024,1744871126839562471,"Detik-detik jurnalis diajak naik mobil bareng Abah Anies dan Cak Imin 🥺 mana naik semua wkwk   paslon lain mana bisa, apa lagi wowo omon 🙊🙈 https://t.co/NhlLQe0sGg",0,0,0,0,in,1452814115659866114,1744871126839562471,jklovingjin,https://twitter.com/jklovingjin/status/1744871126839562471
Tue Jan 09 23:57:47 +0000 2024,1744871120753615035,@papa_loren @aniesbaswedan Selama ini kita banyak belajar banyak hal dari pak Anies,0,1,0,4,in,1646857490989207552,1744859797328220287,yulyul_423,https://twitter.com/yulyul_423/status/1744871120753615035
Tue Jan 09 23:57:40 +0000 2024,1744871088268702081,@Uki23 @aniesbaswedan Salahnya dimana Kang Cebok ?? Kan anies ngutip Jokowi..  🤣🤣🤣  Makin Blunder makin Tinggi Survei nya..  Salahkan Jokowi lah.. Yang mulai Di Awal Jokowi yg bilang soal HGU ketika debat 2019 lalu..  🤭🤭🤭  Pantes Jokowi Panik kemaren komentarin Debat..  🤟🤟🤟 #GanjarMahfud2024 https://t.co/4N3EghPFDI,0,0,0,0,in,1047697331301183488,1744670908936241299,oprasiplastik,https://twitter.com/oprasiplastik/status/1744871088268702081
Tue Jan 09 23:57:38 +0000 2024,1744871082761564612,Ganjar Pranowo Serap Aspirasi Publik di Acara DEMOKR(E)ASI Bersama Kalangan Artis.  Iran Chelsea AyahBOWO AdalahKITA Anies Pagiii PT TMI Nyebokin https://t.co/rN3gX7vwKD,0,0,1,1,in,1577938308608692225,1744871082761564612,AlisyahMutiara,https://twitter.com/AlisyahMutiara/status/1744871082761564612
Tue Jan 09 23:57:37 +0000 2024,1744871076214223346,"@ceroxxie @SOBAT_ANIES Sudah sudah,anda sebagai seorang muslim,tidak baik mencaci orang lain, perhatikan diri sendiri apakah sudah baik atau belum Mau siapapun presidennya,mau seperti apapun nnti kedepannya, doakan saja yang terbaik buat Negara' dan Rakyatnya",0,0,0,0,in,710548560429748224,1744429732706603252,rahmatrian234,https://twitter.com/rahmatrian234/status/1744871076214223346
Tue Jan 09 23:57:36 +0000 2024,1744871072317784142,"Hasil poling litbang kompas, #GanjarPranowo tertinggi dlm tingkat kepuasan masyarakat  #GanjarMahfudSatset #GanjarMahfud2024 #GanjarMahfudPilihanRakyat  #GanjarMahfud2024 Ganjar-Mahfud Menang #DebatCapres Gaza Menhan Prabowo Anies https://t.co/HVPzhoIhIs",0,0,0,0,in,1701512721618141184,1744871072317784142,Proganjarsumbar,https://twitter.com/Proganjarsumbar/status/1744871072317784142
Tue Jan 09 23:57:35 +0000 2024,1744871068886806796,"lah kenapa kalau udah diserahin gak langsung diomongin kemarin? kan enak jadinya. pak, kalau ada data yang salah dari pak anies maupun pak ganjar, ya dibenerin aja. jangan malah bengong, kenapa harus takut kalau udah diserahkan ke negara?",0,0,0,0,in,1500297327554097154,1744871068886806796,avtacker,https://twitter.com/avtacker/status/1744871068886806796
Tue Jan 09 23:57:35 +0000 2024,1744871068115095720,"Kok org banyak nangis pas prabowo ga bisa jawab pertanyaan pas debat dari 2 capres terus malah pak anies yg banyak disalahkan, terus pas pak prabowo bilang negara yang punya pertahanan militer lemah akan bernasib sama seperti Gaza"", lu ga nangis juga apa?""",0,1,0,0,in,1410160407172419586,1744871068115095720,hychilddiz,https://twitter.com/hychilddiz/status/1744871068115095720
Tue Jan 09 23:57:32 +0000 2024,1744871057042079851,@SOBAT_ANIES Kelhatankan ngomong ngk ada adap nya,0,0,0,0,in,1743259078368124928,1744627834688315731,HamDani130870,https://twitter.com/HamDani130870/status/1744871057042079851
Tue Jan 09 23:57:32 +0000 2024,1744871054525476974,@marisa_waha8 Kenapa mereka enggak suka sama anies yah?,0,1,0,0,in,1297349491117326338,1744869533129802054,lostgirl7622,https://twitter.com/lostgirl7622/status/1744871054525476974
Tue Jan 09 23:57:28 +0000 2024,1744871037819646439,@UyokBack Yg dukung anies pada goblok🤣🤣🤣kang fitnah kok di dukung 1.tentang harun al rasyid yg kata nya dukung prabowo ternyata harun al rasyid adalah bocah smp yg melihat demo 2.tentang tanah yg kata nya beribu hektar tau nya itu HGU dan yg punya negara bukan pribadi,0,0,0,0,in,1531437490946842624,1744613084080271479,TobingRikky,https://twitter.com/TobingRikky/status/1744871037819646439
Tue Jan 09 23:57:19 +0000 2024,1744871002214158520,"Kenalin : Pak @aniesbaswedan  Sosok Pemimpin yg mengajarkan etika dan adab. Dengan itu rakyat diharapkan tertib, ramah, dan tidak lagi sumbu pendek.. Pak Anies, sangat perduli tentang akhlak, terbukti dalam keluarga beliau  Dan harus diingat oleh kita bahwasanya ADAB DIATAS ILMU. https://t.co/3a26KigoAw",0,0,18,37,in,1652026007606689792,1744871002214158520,BangKandar79859,https://twitter.com/BangKandar79859/status/1744871002214158520
Tue Jan 09 23:57:06 +0000 2024,1744870948116008986,@aniesbaswedan Sehat selalu pak Anies presiden RI ke 8…👍🤲,0,0,0,0,in,935508182620823555,1744692925626482795,RioMatapulik,https://twitter.com/RioMatapulik/status/1744870948116008986
Tue Jan 09 23:57:02 +0000 2024,1744870930600677685,"belom pasti juga pilih pak anies tapi gue baru aja mendapatkan ilmu dari video 1:45 menit blio, it's kinda informative tho.",0,1,0,0,in,994983174521286656,1744870930600677685,chanmusicIAN_,https://twitter.com/chanmusicIAN_/status/1744870930600677685
Tue Jan 09 23:56:59 +0000 2024,1744870915811508265,"@tvOneNews gw belajar debat dari Anies, Mari jadi pemimpin yang Ramah dan beradab layaknya pak Anies. 🙌 https://t.co/0OIXa5t0af",0,30,0,1,in,1337296524389183489,1744480148496515162,iriana_meita,https://twitter.com/iriana_meita/status/1744870915811508265
Tue Jan 09 23:56:54 +0000 2024,1744870897020997979,@Kimberley_2024 gak giblok2 in org d desak anies.,0,0,0,1,in,758940685772861440,1744657913359356240,maha_aing,https://twitter.com/maha_aing/status/1744870897020997979
Tue Jan 09 23:56:52 +0000 2024,1744870889999815004,"@songnim_yh @mas_veel ampun kak, kita ga butuh fakta 😭😭 kita pecinta hoax, lebih percaya fitnah daripada kebenaran kayak gini 😭😭 aku di google cari anies gubernur terbodoh tapi ga nemu, itulah yg bikin kita suka kak, mari membesarkan fitnah 😭😭",0,1,0,0,in,126217254,1744706073532187023,nshfr,https://twitter.com/nshfr/status/1744870889999815004
Tue Jan 09 23:56:46 +0000 2024,1744870861029728556,"Polling Litbang Kompas Menempatkan Ganjar Posisi Puncak Kepuasan Publik 79,7% di Debat Capres Ke-3.  AyahBOWO AdalahKITA Iran Anies Nyebokin RIP LEGEND Pagiii PT TMI https://t.co/p4wF5wPgD6",0,0,1,1,in,1567683948976930816,1744870861029728556,NoviaSuc1H,https://twitter.com/NoviaSuc1H/status/1744870861029728556
Tue Jan 09 23:56:45 +0000 2024,1744870859578433642,"@Mdy_Asmara1701 Ada tiga gereja Jkt yang puluhan tahun tidak mendapat IMB diselesaikan di Zaman Anies. Tidak hanya mengeluarkan IMB pembangunan gereja, tapi juga kebijakan revitalisasi gereja tertua di Jakarta GPIB Imanuel Jakarta.  https://t.co/fVocRdM3wn",0,0,0,0,in,1618351099605577730,1744857531623858268,Kyaigringsing62,https://twitter.com/Kyaigringsing62/status/1744870859578433642
Tue Jan 09 23:56:42 +0000 2024,1744870845347188900,"@aniesbaswedan Pak anies,,, hati2 jangan kyk debat yg kemaren...   menengadahkan kepala untuk berdo'a saja. Cak Imin jangan males baca (saya juga). Aaamiin",0,0,0,0,in,1637317529935974400,1744724952379801813,lluvvllavv,https://twitter.com/lluvvllavv/status/1744870845347188900
Tue Jan 09 23:56:31 +0000 2024,1744870798844989494,@rachlannashidik Rekam Jejak Jasa Anies Kepada Jokowi Mulai Dari Pertama @jokowi dateng Ke Jakarta sampai Jd DKI1 sampai RI1 .. Anies Jd Menteri Jokowi Karna Alasan yg tidak Jelas lalu di rsuffle.. Sabar Ya abah @aniesbaswedan Insyaa Allah Ada Balasannya Yg terbaik https://t.co/cqdkoj4fhL,0,0,0,0,in,96072916,1744840069263843469,Teguh_mafandi,https://twitter.com/Teguh_mafandi/status/1744870798844989494
Tue Jan 09 23:56:26 +0000 2024,1744870779966443746,Kalian bersedih dan menangis trs buzzer2 ganjar dan anies menjadikan sbg politisasi candaan dan olok-olokon itu blm seberapa dibanding mayat yg mereka politisasi,0,0,0,0,in,1210930281575632897,1744870779966443746,wellymerukh,https://twitter.com/wellymerukh/status/1744870779966443746
Tue Jan 09 23:56:26 +0000 2024,1744870776921293203,"@Fahrihamzah Awokwok, ordal dgn fakta bahwa gerombolan garong duit negara dgn para keparat hukumnya gagal membui anies untuk kasus korupsi.  Meski anies terindikasi pake ordal, kinerja dia memimpin dki full prestasi dan bawa kesejahteraan bagi rakyat jabodetabek.",0,0,0,0,in,1605424008140242944,1744637792662237620,RakyatBerisik,https://twitter.com/RakyatBerisik/status/1744870776921293203
Tue Jan 09 23:56:13 +0000 2024,1744870722680520722,"@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @_memoryusang @islah_bahrawi @Pelangi_Ps @Miduk17 @militan_nkri @B1nt4ng_K1r4r4 Jangan kuatir cak, rakyat makin pandai, tidak mudah dibodohi oleh manusia2 bertopeng... Mudah2an Anies tidak jadi pemimpin negeri ini... Sang sengkuni perusak persatuan...",0,0,0,0,in,1544657716962291712,1744559845293142138,MaxMan007_,https://twitter.com/MaxMan007_/status/1744870722680520722
Tue Jan 09 23:56:04 +0000 2024,1744870685909156031,@zabaniyah_ll @FaridaGyfa @mulyadinmulyono @DokterTifa @prabowo merendahkan seperti apa ? perasaan tidak ada yg merendahkan anies,0,3,0,0,in,398027545,1744338616351138287,GustiSatriawan,https://twitter.com/GustiSatriawan/status/1744870685909156031
Tue Jan 09 23:56:03 +0000 2024,1744870682167746671,"@Vayyy_aple Ginii yg menginisiasi 212 itu jokowi mba. Ma'ruf amin yg jd ketua pelaksana kordinasinya, belio yg nandatangani SK jalannya. Yg diuntungkan pun sebenarnya AHY menurut survei. Tp sekarang malah Anies yg diframing seakan2 belio yg bertanggung jawab cuma krna menang lawan ahok https://t.co/Yc0IBrtjo5",0,0,0,1,in,1329896585849761792,1744858719773729169,waannn______,https://twitter.com/waannn______/status/1744870682167746671
Tue Jan 09 23:56:02 +0000 2024,1744870679114395972,"nah ini nih, kata F-2apaansi anies rate kerja prabowo 11/100"" eh lonte, semua orang berhak menilai kerjanya dia, makanya dia dipertanyakan selama jadi menhan tuh ngapain aja, perlu dipertanyakan. debat tuh emang buat mengkritik, adu gagasan, adu argumen, adu data.""",0,1,0,1,in,1500297327554097154,1744870679114395972,avtacker,https://twitter.com/avtacker/status/1744870679114395972
Tue Jan 09 23:56:02 +0000 2024,1744870677495345608,"@alysshcrl @hilaludinwahid @kumparan @aniesbaswedan @prabowo @jokowi Anies emang orangnya gitu sih, tipikal orang pinter lah Gak akan memperpanjang masalah yg gak penting bagi dia",0,1,0,19,in,755727636370907136,1744703035090374740,zuhaa_25,https://twitter.com/zuhaa_25/status/1744870677495345608
Tue Jan 09 23:55:52 +0000 2024,1744870635732656202,Belum cukup 5 Thun JD gubernur @anies,0,0,0,0,in,1092865387346055168,1744870635732656202,ZmZain93,https://twitter.com/ZmZain93/status/1744870635732656202
Tue Jan 09 23:55:52 +0000 2024,1744870634637910247,"@msaid_didu Benar ,Anies pernah dipecat ,Prabowo juga",0,0,0,0,in,1637420553572352001,1744646341786308636,AgusYul72885345,https://twitter.com/AgusYul72885345/status/1744870634637910247
Tue Jan 09 23:55:51 +0000 2024,1744870630804357149,@Chavesz08 Nih pertanyaan anies buat wowomon pendukungnya silahkan cebokin https://t.co/c38FEqGy4N,7,10,45,149,in,1576980275946754048,1744733315939422657,ruangngupi,https://twitter.com/ruangngupi/status/1744870630804357149
Tue Jan 09 23:55:50 +0000 2024,1744870626832347348,"@aniesbaswedan itu gak sekejam yg kalian kira, yg dia lakukan itu adalah sebaliknya, untuk memuluskan jalannya @prabowo untuk menjadi Presiden 2024  #balasbudi #anies #prabowo #PrabowoGibran2024",0,0,0,0,in,3288761540,1744870626832347348,Novihariyadi77,https://twitter.com/Novihariyadi77/status/1744870626832347348
Tue Jan 09 23:55:48 +0000 2024,1744870620603752964,"sungguh tidak beradab dan tidak beretika seorang capres dari 02 menyindir Anies sebagai orang Goblok , Tolol.  bahaya capres yg model gitu ! https://t.co/1bwpxLocTs",0,0,0,0,in,1603755870391013377,1744870620603752964,zola_papazola2,https://twitter.com/zola_papazola2/status/1744870620603752964
Tue Jan 09 23:55:41 +0000 2024,1744870591872778738,@neohistoria_id Siapa yang mampir kesini gara2 debat Anies vs Prabowo.... ☝🏼😁,0,0,0,0,in,67326459,1696403068513141017,ultras442,https://twitter.com/ultras442/status/1744870591872778738
Tue Jan 09 23:55:39 +0000 2024,1744870583412896184,"@Mdy_Asmara1701 Tinggal bilang  anda keliru pak Anies , lahan saya tidak segitu banyaknya , tapi cuman xxxx "" kenapa musti lapor woy...!!! Anda Anda ini punya otak gak sih. Tolol kok malah bangga.""",0,0,0,0,in,1667570147425681415,1744507770311958533,BoyJidine83215,https://twitter.com/BoyJidine83215/status/1744870583412896184
Tue Jan 09 23:55:38 +0000 2024,1744870576823640421,@blantik_pedhet2 Begitulah politik makanya ora usah bergaya anti anies anti anies anti FPI anti HTI   Pret pret,0,0,0,0,in,700958364260368385,1744777610843054096,Imronich,https://twitter.com/Imronich/status/1744870576823640421
Tue Jan 09 23:55:34 +0000 2024,1744870562453971296,gue liat2 pak anies nih bisaan bgt anjir ngelawannya wkwkwkwk,0,0,0,1,in,988492146,1744870562453971296,muandu,https://twitter.com/muandu/status/1744870562453971296
Tue Jan 09 23:55:32 +0000 2024,1744870551523664067,"@vanc1Bozz @aniesbaswedan Ya Allah... Berikan kesempatan kepada Anies Baswedan untuk bisa memimpin bangsa ini, agar bisa adil dan makmur merata...  Aamiin..",0,0,1,2,in,1538343806,1744662729808589252,WibowoXeno,https://twitter.com/WibowoXeno/status/1744870551523664067
Tue Jan 09 23:55:30 +0000 2024,1744870542115819846,"ini masih jadi salah satu momen terbaik Pak Anies di 2017, sih.  Langsung cair suasananya...",0,0,0,1,in,42011653,1744870542115819846,mgreantara,https://twitter.com/mgreantara/status/1744870542115819846
Tue Jan 09 23:55:27 +0000 2024,1744870533483901037,Nyebokin Gwanhee RIP LEGEND AyahBOWO AdalahKITA Goblok mama lee Cebokin Anies Bayar Rahasia PT TMI Selasa Morningg Pagiii Nangisin #에이티즈 #THEUNITYINJAKARTA #Ancika1995 Depok CONGRATULATIONS TAEHYUNG https://t.co/nHG5MQMDhd,0,0,0,0,in,1730082277659705344,1744870533483901037,hkdofc,https://twitter.com/hkdofc/status/1744870533483901037
Tue Jan 09 23:55:10 +0000 2024,1744870462130409709,@herculep638 Kami bersama rakyat Palestina yang super tangguh di Gaza.  Kami bersama Pak Anies yang paling siap untuk memimpin Indonesia.,0,0,0,3,in,307955503,1744536757289517292,bm_ismail,https://twitter.com/bm_ismail/status/1744870462130409709
Tue Jan 09 23:55:08 +0000 2024,1744870453695627403,"Jokowi Jawab Kritik Anies soal Kenaikan Gaji PNS Lebih Sedikit dari Zaman SBY Ya situasi fiskal kita, (situasi) ekonominya kan berbeda-beda, kita memutuskan menaikkan nggak menaikkan kan dengan pertimbangan yang matang,"" kata Jokowi di Gerbang Tol Limo Utama, Depok, Jawa Barat https://t.co/AkdE0voiec""",0,0,0,2,in,1271444046435631104,1744870453695627403,AbahRidwanRT,https://twitter.com/AbahRidwanRT/status/1744870453695627403
Tue Jan 09 23:55:06 +0000 2024,1744870442421370936,"@VIVAcoid anies ini kaya lagi nilai diri sendiri, kalau pas jadi menteri dipecat nilainya berapa?",0,0,0,0,in,1714339909627232257,1744556634960195935,chachachaross,https://twitter.com/chachachaross/status/1744870442421370936
Tue Jan 09 23:55:04 +0000 2024,1744870435093970980,@Fahrihamzah Dari Wowo apa dari Anies Fahri elu mah ih. Owo udh 3 kali 4 x sama ini. Emg menurut lu itu bukan ambisi .,0,0,0,0,in,1549355623661584384,1744362828264345676,FerySet79425628,https://twitter.com/FerySet79425628/status/1744870435093970980
Tue Jan 09 23:55:02 +0000 2024,1744870426105520258,harusnya gue nangisin pak anies biar balik ke jakarta lagi 😔,0,0,0,1,in,1352932285155168256,1744870426105520258,fvckkklyfe,https://twitter.com/fvckkklyfe/status/1744870426105520258
Tue Jan 09 23:54:57 +0000 2024,1744870405712847355,@NdrewsTjan Abis nyerang Anies sekarang Ganjar 😮‍💨,0,0,0,1,in,1553410752132038662,1744678060405019057,MuhammadNurall9,https://twitter.com/MuhammadNurall9/status/1744870405712847355
Tue Jan 09 23:54:51 +0000 2024,1744870379456454762,"@tvOneNews yg membuat low level pak @prabowo bukan Anies, tapi pendukung bapak yg make over bpk tampil down grade demi meraih suara, krn mereka tau lebih mudah menjadi Goblok",0,0,0,0,in,796978009525796864,1744698501500662023,HKurniawanheru,https://twitter.com/HKurniawanheru/status/1744870379456454762
Tue Jan 09 23:54:50 +0000 2024,1744870374440095983,"Cepat atau lambat, kejujuran akan dianggap penghianatan, Panjang Umur Pak Anies (Perjuangan)",0,0,0,2,in,139713497,1744870374440095983,NINOMAHEDAR,https://twitter.com/NINOMAHEDAR/status/1744870374440095983
Tue Jan 09 23:54:47 +0000 2024,1744870362909921697,Cebokin teroosssss.   Bahlil Bela Prabowo: Anies Jangan Merasa Paling Pintar Soal Etik https://t.co/Sjuy1vMfj9,0,0,0,1,in,851639719121231872,1744870362909921697,NoorMuzani,https://twitter.com/NoorMuzani/status/1744870362909921697
Tue Jan 09 23:54:44 +0000 2024,1744870352625537085,"@Hasbil_Lbs @aniesbaswedan Ada dalang nya, bapak amien rais, wajar seperti itu cara bermain nya, sebenernya pak anies itu wayang nya pak amien rais",0,0,0,0,in,1221350778704580609,1744663337483620512,belipahajioka,https://twitter.com/belipahajioka/status/1744870352625537085
Tue Jan 09 23:54:38 +0000 2024,1744870326474080759,"@Putri96960977 YaAllah semoga Anies menang, supaya bisa menggulung koruptor kakap",0,1,1,18,in,1714031343389245440,1744708505985298840,irwan73505,https://twitter.com/irwan73505/status/1744870326474080759
Tue Jan 09 23:54:38 +0000 2024,1744870324569817302,"@Chavesz08 @aniesbaswedan Tagih donk kalo Anies memang ada hutang, kok pada diem aja Anies banyak hutang , ngga ada yg nagih ke Anies... ketahuan banget fitnah curut wowo",0,0,0,0,in,1603521046446895105,1744663225000677466,Uni_RancakBana,https://twitter.com/Uni_RancakBana/status/1744870324569817302
Tue Jan 09 23:54:33 +0000 2024,1744870305766731831,"@Rozzty5 @SOBAT_ANIES Sudah sudah,mau siapapun presidennya, intinya hanya 1 , mementingkan kesejahteraan Rakyatnya,kalo pad ribut bela Paslon masing-masing,kalo nanti pada tidak sesuai dengan harapan yang di inginkan jangan salahkan siapa²",0,0,0,1,in,710548560429748224,1744429732706603252,rahmatrian234,https://twitter.com/rahmatrian234/status/1744870305766731831
Tue Jan 09 23:54:28 +0000 2024,1744870283012686128,"@anugrahriski12 @mmamaww @ernestprakasa PDI gak semurah itu juga, sampe akar rumput juga anti bgt sama 02, percayalah kalo 03 kaga lolos putaran 2 kita bantu anies sampe menang",0,1,0,2,in,932263766045081600,1744567416997454223,AN_hidayat14,https://twitter.com/AN_hidayat14/status/1744870283012686128
Tue Jan 09 23:54:28 +0000 2024,1744870282299675109,@alextham878 Ini kontestasi dan debat pilres itu debat politik dan stategi anies memancing emosi di omon berhasil dan terbukalah semua watak aslinya  dan ternyata isi kepalanya kosong..debat itu bkn diskusi goublok..??,0,0,0,0,in,1610297087018815490,1744682764732170512,EkoPutr86520727,https://twitter.com/EkoPutr86520727/status/1744870282299675109
Tue Jan 09 23:54:19 +0000 2024,1744870245817544874,"Sudah Disepakati Paslon, KPU Tolak Permintaan Jokowi https://t.co/foVM6Wus2M Anies  #EyangPrabowo  #AsalBukanPrabowo",0,0,0,0,in,1521679786598604801,1744870245817544874,Urpin168,https://twitter.com/Urpin168/status/1744870245817544874
Tue Jan 09 23:54:16 +0000 2024,1744870233486377347,#DebatCapres  #debatcapres2024  Presiden vs Menhan Prabowo vs Anies Sama toh.. Dengar ni edukasi dari bu Menkeu Jadi pakai DATA Ingat PAKAI DATA Jgn nangisin dan nyebokin Agar tidak terlalu Goblok dan Tolol #AsalJanganPrabowo  #AsalBukanPrabowo https://t.co/SAkjyapiDu,0,0,0,0,in,3189781542,1744870233486377347,paystar04,https://twitter.com/paystar04/status/1744870233486377347
